appid,name,release_date__date,genre_description,categories_description,short_description,about_the_game
224980,Tomb Raider: The Last Revelation,"Nov 28, 2012","Action,Adventure",Single-player,,"According to Egyptian legend, Horus, son of the light, outwitted the evil God Set and imprisoned him in a secret tomb. Five thousand years later, Lara Croft discovers the lost tomb and unwittingly unleashes the evil God Set, fulfilling the ancient prophecy of his return to plunge mankind into darkness! In a race against time, Lara must use all her wit and skill to re-imprison Set and save the world from Armageddon. Pursued at every turn by her arch-rival, the unscrupulous archaeologist Werner Von Croy, Lara embarks on a journey of discovery across Egypt, where she must overcome the most ingenious puzzles and infernal traps ever devised, and face terrifying evil from beyond the grave... With more twists and turns than an Egyptian labyrinth, this is heart stopping action-adventure; a Tomb Raider that truly offers... The Last Revelation."
224920,Legacy of Kain: Soul Reaver,"Dec 6, 2012","Action,Adventure",Single-player,,"As Raziel, stalk the shadows of Nosgoth preying upon your former vampire brethren in your quest to destroy your creator- Kain. After being betrayed and executed by Kain, return to Nosgoth on an epic mission of revenge. A milestone in 3D adventure.<h2 class=""bb_tag"">Key Features:</h2><ul class=""bb_ul""><li>Feed on the souls of your enemies<br></li><li>Explore the vast 3D world of Nosgoth packed with 60 hours of gameplay<br></li><li>Shift real-time between the material and the spectral planes<br></li><li>Hunt 5 different tribes of murderous vampires with an arsenal of deadly hand-to-hand, projectile and environmental weapons.<br></li><li>Over 100 cinematics with 45 minutes of voice over deliver a dark, gothic story</li></ul>"
225300,Tomb Raider II,"Nov 28, 2012","Action,Adventure",Single-player,,"The second instalment in the Tomb Raider series invites you to join Lara as she travels around the globe to retrieve a precious artefact before it falls into the wrong hands. The legendary artefact, the Dagger of Xian, is said to give its possessor the power of a fire breathing dragon."
7000,Tomb Raider: Legend,"Mar 29, 2007","Action,Adventure","Partial Controller Support,Single-player","Follow Lara Croft down a path of discovery as she travels the globe to remote, exotic locales in search of one of history's greatest artifacts, that unleashes unwelcome figures from Lara's mysterious past.","Follow Lara Croft down a path of discovery as she travels the globe to remote, exotic locales in search of one of history's greatest artifacts that unleashes unwelcome figures from Lara's mysterious past. With guns blazing, Lara must use her athletic ability and intellectual wits to explore vast, treacherous tombs, riddled with challenging puzzles and deadly traps. Experience an adrenaline-fueled adventure in Tomb Raider: Legend!<br><br>KEY FEATURES:<br><ul class=""bb_ul""><li>Travel the globe as Lara Croft, the critically-acclaimed dual-pistol wielding heroine, of the classic Tomb Raider series. <br></li><li>Discover tombs and explore living breathing, lost ancient realms which hold clues to the secrets of Lara's past. <br></li><li>Physics, water, and fire systems bring perilous environments of Lara's world alive, creating new deadly challenges and obstacles.<br></li><li>Intuitive and fluid control system allows for seamless handling of any obstacle and interaction with dynamic surfaces.<br></li><li>Utilize an arsenal of new weapons, communication devices, a grappling hook, and other tools, to achieve your goals. <br></li><li>Explore ancient tombs, treacherous jungles, snowy mountain ranges, and more!</li></ul>"
215257,Sleeping Dogs - The Year of the Snake,"Mar 12, 2013","Action,Adventure","Downloadable Content,Partial Controller Support,Single-player,Steam Achievements",,"It is the eve of Chinese New Year, and Cultists have emerged to cleanse the city of Hong Kong so that they will earn their salvation after what they believe will be the end of the world.  Earn back your honor in the HKPD by sabotaging the cultist plot across six new missions set after the original Sleeping Dogs story.<br />
<br />
<br />
Please note that there is no Russian language support available for this content. This DLC will not be loaded if the current language is set to Russian."
215256,Sleeping Dogs - Nightmare in North Point,"Oct 30, 2012","Action,Adventure","Downloadable Content,Partial Controller Support,Single-player,Steam Achievements",,"After his girlfriend is kidnapped, Wei must fight through an invasion of hopping vampires, demons, and the ghosts of his past who are threatening to take over the city. Luckily, Wei has new moves and weapons at his disposal to make it through this nightmare."
211740,Thief 2,"May 22, 2012","Action,Simulation",Single-player,,"The ultimate thief is back! Tread softly as you make your way through 15 new complex, non-linear levels full of loot to steal and guards to outsmart.  Improved enemy AI, new  gadgets and a riveting story will draw you into the world of Thief™ II: The Metal Age, a place of powerful new technologies, fanatical religions and corruption.<h2 class=""bb_tag"">Key Features:</h2><ul class=""bb_ul""><li>Thrilling, stealth-based FPS gameplay<br></li><li>Complex, non-linear levels allow you to choose a different path every time<br></li><li>Advanced enemy AI and sophisticated new master thief tools to outwit them<br></li><li>Gripping narrative with intriguing subplots through 15 huge missions</li></ul><h2 class=""bb_tag""> Awards</h2><ul class=""bb_ul""><li>Hall of fame entry in Gamespy<br></li><li>Greatest Games of All Time entry in Gamespot<br></li><li>3rd annual Academy of Interactive Arts and Sciences Awards (2000) - Outstanding Achievement in Character or Story Development</li></ul>"
211600,Thief Gold,"May 22, 2012","Action,Simulation",Single-player,,"Stalk your prey on the quest for stolen goods with your blackjack, sword, and an assortment of unique arrows. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge. Survive in a world where shadows are your only ally, trust is not an option, and confrontation results in death!<h2 class=""bb_tag"">Key Features:</h2><ul class=""bb_ul""><li>Pioneering stealth based gameplay brings a new dimension to first person action.<br></li><li>Thief™ Gold includes Thief™ The Dark Project (12 huge missions with multiple environments) and the Gold update (3 new campaign missions which deepen the plot and add five new types of enemies)<br></li><li>Advanced enemies can see, hear, speak, and sound alarms. <br></li><li>Your arsenal includes: blackjack, sword, fire arrows, water arrows, rope arrows and more	</li></ul>"
23380,Gyromancer,"Nov 18, 2009",RPG,Single-player,,"Gyromancer is a Pop Cap / Square Enix collaboration. This is a Puzzle RPG.<br>					Join Rivel and his companion, Laska, on a grand chase spanning twelve stages. What awaits at the end of the hunt?<br>Each stage contains its own objectives, from defeating the beasts that block your way to solving puzzles before time runs out. Rivel can learn to summon dozens of the beasts he encounters, bending their power to his will. Each beast you command in battle is unique, so find the one that best suits your play style.<br>Hidden within each stage are a number of awards earned for completing feats great and small. Finding them all won't be easy. Are you up to the challenge?<br>					<ul class=""bb_ul""><li>New battle system based on Bejeweled Twist<br>					</li><li>Command unique beasts to battle your foes<br>					</li><li>Search the map for items, coins, and new beasts to fight at your side<br>					</li><li>Gain levels in battle and acquire powerful new beasts<br>					</li><li>Assume the role of Rivel, a deadly mage, as he rids Aldemona Wood of a brooding darkness<br>					</li></ul>"
8100,Conflict: Denied Ops,"Feb 8, 2008",Action,Single-player,,"*This is a single player only title*<br><br>Venezuela is left in a state of civil war after the government was brutally overthrown by a military coup.  With factions fighting to reinstate democracy, the U.S. government has offered their assistance, though the new government regime has threatened to deploy nuclear weapons if the U.S. meddles in Venezuelan affairs.  The threat needs to be neutralized, and the U.S can't risk nuclear war.<br><br>The CIA Special Activities Division operates in isolation and secrecy.  If captured, any link with the U.S. Government will be denied.<br><br>Conflict: Denied Ops is a highly accessible FPS featuring massive, extremely explosive firefights across destructible environments.  Work as a team to utilize the specific skills of each operative and experience the ultimate in destructive satisfaction with tons of exploding objects and an endless barrage of terrorists who are begging to be blown to hell.<h2 class=""bb_tag""><strong>Key Features:</strong></h2>	<ul class=""bb_ul""><li><strong>Two-Man Tactics</strong>  Switch between team members at any time for maximum control.<br></li><li><strong>Explode Your Enemies</strong>  Levels are built around massive fire fights with a continuous stream of enemies, and tons of exploding objects littered around the level to help your cause.<br></li><li><strong>Destroy Everything</strong>  Obliterate your enemies with explosions, demolish buildings, blow through walls and destroy almost anything in the environment.<br></li><li><strong>Accessible Action</strong>  Give commands to your team mate simply by pressing or holding a single button. Concentrate on the action, not complicated menus or control schemes.<br></li><li><strong>Puncture-Tech</strong>  Utilize strategic destruction made possible with new Puncture-Tech technology developed by Pivotal Studios.  Blast open new pathways, shoot unaware enemies through walls, or create holes in your cover to generate firing paths.</li></ul>"
7010,Project: Snowblind,"Mar 29, 2007",Action,"Multi-player,Single-player",,"<p>Experience the dramatic intensity of the frontlines of a war through the eyes of the first of a new breed of super soldiers in this gritty and epic first-person action game.</p>
					<p>An augmented super-soldier must stop a renegade regime from eradicating the civilized world.</p>
					<p>Hong Kong, 2065. 2nd Lt. Nathan Frost is just a regular grunt in an international army called the Liberty Coalition. When he takes massive injuries from an explosion on the battlefield, Frost undergoes an experimental procedure. The outcome of the surgery is something more than human; a transformation that makes him a unique weapons-grade warrior, with abilities that far surpass those of the average soldier.</p>
					<p>Empowered with these extra-normal abilities via implanted augmentations, Frost is immediately sent to the frontlines of a war as a secret weapon against the destructive regime. Stranded in hostile territory, cut off from command and far outnumbered, Frost and a handful of men must try and stop the entire renegade militia's plan threatening to plunge the world into darkness.</p>
					<ul>
					<li>Engage in battle online multiplayer with up to 16 players & voice over IP support in classic and new multiplayer modes.</li>
					<li>A wide variety of game pacing ranges from the frenetic chaos of battlefield action to tactical stealth infiltration style missions.</li>
					<li>Equip yourself with an arsenal of experimental weaponry such as the Riot Wall&trade; and Attack Drones, and other high tech gadgetry. Used in combination, the equipment yields a variety and depth of gameplay never before realized, especially in multiplayer play.</li>
					<li>In multiplayer, vehicles are co-operatively used; one guy drives while the other mans the mounted turrets.</li>
					<li>Augmentations such as Invisibility, Reflex Boost and Electrical Storm give you an edge on the battlefield against your highly equipped and battle-ready foe.</li>
					<li>Pick-up & play, visceral action pulls the player through a cinematically immersive storyline from Minute One of play.</li>
					<li>11 missions spanning across 16 maps including the Opera House turned Prison, a Buddhist Temple converted to a Military Base, and the sprawling urban Wastelands.</li></ul>"
23300,Yosumin!™,"May 26, 2009",Casual,Single-player,,"Make rectangles of the same type of yosumin to make them disappear in this mind-bending puzzle game. The more you get, the better you'll feel!<br>                    Yosumin!, Square Enix's puzzle masterpiece, is here! Simply select rectangles of the same type of yosumin to make them disappear in this simple yet challenging puzzle game.<br>                    There are two game modes available.<br>                    Yosumin! Adventure<br>                    <br>Once upon a time, deep in the Forest of the Yosumin!, which lies somewhere far away, but not too far from here, there was a shrine decorated with beautiful stained glass.<br>                    One night, someone came and took the stained glass, then smashed it into pieces and spread it far and wide over the world.<br>                    Work your way through the world of the yosumin in search of the lost pieces of their treasured stained-glass window!<br>                    Use the special Treats you earn along the way to help you make your way through the myriad of multifarious levels!<br>                    Endless Yosumin!<br>                    <br>The only limit is your skill in this never-ending game mode! How high will you fly?<br>                    <ul class=""bb_ul""><li>More than 180 challenging stages.<br>                    </li><li>Cute, fun graphics.<br>                    </li><li>Rich, fun-filled sounds and voices.<br>                    </li><li>Earn extra Treats the more yosumin you make disappear.<br>                    </li></ul>"
442051,Just Cause™ 3 DLC: Bavarium Sea Heist Pack,"Aug 18, 2016","Action,Adventure","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Trading Cards","Just Cause 3: Bavarium Sea Heist is the third PDLC pack from the Air, Land &amp; Sea Expansion pass.","Just Cause 3: Bavarium Sea Heist is the third PDLC pack from the Air, Land &amp; Sea Expansion pass. With your devastating new rocket boat, brave the dangerous waters of West Medici and infiltrate the Stingray, a mysterious research facility, home of the rarest and strongest weapon ever created by the Eden Corporation. <br><br>This content pack includes a brand new location to explore, missions, challenge type, the heavily armed rocket boat and the devastating “Eden Spark” lighting gun.<br><br><strong>KEY FEATURES</strong><br><ul class=""bb_ul""><li>Liberate the Medici coastal waters of Scolio, home to Eden Research stations and the mysterious “Stingray” base.<br></li><li>Drive the deadly rocket boat “Loochador”, using its multi-lock missile launchers and miniguns to defeat the formidable Black Hand Fleet. <br></li><li>Infiltrate the Stingray base to steal the devastating “Eden Spark” lightning gun and unleash elemental death on your enemies in all new storyline and missions.<br></li><li>Power up the Eden Spark further with mods earned in the “Boat Invader” challenge.</li></ul>"
39110,SEASON OF MYSTERY: The Cherry Blossom Murders,"Feb 3, 2010",Casual,"Single-player,Steam Achievements",,"
					<p>Your husband Richard lies dead beneath the cherry blossoms of Old Japan, and the police are of no help. Step into history and uncover the truth when no one else will. Find devilishly hidden clues, explore exotic locales, and bring the killer to justice!</p>
					<ul>
					<li>The hidden object genre meets historical fiction for the first time
					<li>Over 1200 cleverly hidden objects
					<li>Over 20 handpainted backgrounds
					<li>Stirring, Japanese-themed soundtrack
					</ul>
					"
40135,Supreme Commander 2: Infinite War Battle Pack,"Sep 28, 2010",Strategy,"Downloadable Content,Multi-player,Single-player",,"Get ready for some awesome new features and upgrades developed by Chris Taylor and the team at Gas Powered Games - The Infinite War Battle Pack for SUPREME COMMANDER® 2 featuring a whole host of new maps, units, experimentals, tech tree upgrades, and boosts for PC!<br>						<h2 class=""bb_tag"">Maps:</h2>						<ul class=""bb_ul""><li><strong>Way Station Zeta</strong> (4 player map) – This installation sits high above the surface of Gradius IV. Decommissioned after the Seraphim invasion, it served as a staging area for Cybran forces during the Infinite War. <br>							   </li><li><strong>Rigs</strong> (4 player map) – Many years ago, people harvested organic fuel from pockets beneath the seas of Pegasus II. Companies erected massive rigs that now sit on the surface of the water. It takes a cunning balance of sea and air to control the mass that remains on these ancient platforms.<br>							   </li><li><strong>Etched Desert</strong> (8 player map) – As water on this desolate landscape receded due to decades of environmental exploitation on its surface, mass rich deposits were discovered among the remaining eroded mesas. With plenty of area to explore and hide, the battles here have raged for millennia.<br>							   </li><li><strong>Desolatia</strong> (2 player map) – This tiny island can be found in the most remote parts of the Hermetic Seas on Trexxa VI. Its average seasonal temperatures reach well below zero, making it uninhabitable by humans. Its mass deposits, however, give it unparalleled military value.<br>							   </li><li><strong>Seraphim Isles</strong> (8 player map) – The Isles were discovered by a second group of settlers who made contact with the alien Seraphim race. Legend has it that the two coexisted for many years; others claim the Seraphim eliminated them on sight. Nothing remains today of either race but the mountain in the center of the primary island holds a forgotten mystery for Coalition scientists. <br>							   </li><li><strong>Igneous</strong> (6 player map) – The islands called Igneous were named for their strange rock formations. They remain one of the more &quot;alien&quot; regions on Rigel II, and one of the less popular areas for colonizing even though they're rich in mass deposits.<br>							   </li><li><strong>QAI Labs</strong> (2 player map) – Located high above the surface of Pollux IV, this is one of the many test environments used by noted technology company Quantum Visionworks, a division of QAI Industries.<br>							   </li><li><strong>Tourneydome</strong> (8 player map) – Among relics of a city that stretches to the horizons lies an arena where the Coalition's best do battle. A system long abandoned by the Coalition, when commanders enter, only one leaves.<br>						</li></ul><h2 class=""bb_tag"">Units</h2>						<ul class=""bb_ul""><li><strong>Cybran Monkeylord</strong>: Experimental Spider Bot: The beloved SUPREME COMMANDER experimental makes its return with a legged creature that features a powerful laser mounted on top of the body. If this unit makes it to your base, you're already dead.<br>							   </li><li><strong>UEF Aegis: Experimental Shield Generator</strong>: A large bubble shield that covers an entire base. The shield has high health, but if knocked down it has to be manually recharged at a high energy cost.<br>							   </li><li><strong>UEF Super Triton: Experimental Dreadnought</strong>: This ultra-battleship is bristling with humongous cannons but is only able to fire a medium distance, unlike the regular Battleship which has a long range. These weapons do extreme damage, but having to get close enough to use them is its weakness.<br>							   </li><li><strong>UEF Jackhammer: Experimental Assault Artillery</strong>: This hulking, direct fire ‘cannon on wheels’ drives up to an enemy base and must unpack before firing. Once it unpacks it gains advanced defense (like hunker) reducing damage taken and allowing it to fire. The primary cannon has a slow rate of fire, with a long charge up, but does incredible damage (potentially knocking down multiple shields with a single shot)<br>							   </li><li><strong>UEF Field Engineer: Mobile Repair and Support Unit</strong>: The UEF Mobile Repair and Support unit is a mobile engineer that has a basic direct fire turret as well as a repair arm. It is unable to build new structures, reclaim or capture, so its strength lies in its ability to accompany and quickly repair nearby allied units.<br>							   </li><li><strong>UEF Research Converter: Research Conversion Facility</strong>: This structure provides the option to generate Research directly from accumulated mass. It is highly inefficient, but produces an instant boost to research.<br>							   </li><li><strong>Illuminate Sooprizer: Experimental Gunship</strong>: The Illuminate Mega-Gunship offers a devastating direct-fire alternative to the Darkenoid. It does not have any anti-air capabilities focusing on ground based damage and increased survivability against surface threats.<br>							   </li><li><strong>Illuminate Illuminator: Experimental Intel Gathering Station</strong>: The Overhorizon Radar provides flawless Vision and Radar in a huge radius. However, it has a tremendous energy cost to activate, and a long cooldown period.<br>							   </li><li><strong>Illuminate Buhbledow: Experimental Shield Destroyer</strong>: The Shield Smasher is a ballistic EMP missile designed to knock down all enemy shields in a wide area. It has a long enough range that it can cover most of the map. The blast does insignificant damage to structures and units.<br>							   </li><li><strong>Illuminate Shotja: Sniper Bot</strong>: The sniper unit is a medium ranged, mobile hover unit. It has a single, high damage shot with a long cooldown. Its weakness is its low rate of fire and slow movement speed.<br>							   </li><li><strong>Cybran Recycler: Mass Reclaimer</strong>: Similar to the Loyalty Gun, the Mass Reclaimer has a medium range and automatically reclaims nearby wreckage. It is unable to reclaim living units, however.<br>							   </li><li><strong>Cybran Cicada: Experimental Cloak Generator</strong>: The Cicada is a mobile mini-experimental that, when activated, hides all units nearby from both vision and radar. This makes the units completely invisible to an opponent. The Cicada has a high energy cost which lasts for less than a minute before recharging. The complex unit lacks only the ability to cloak itself while in operation.<br>							   </li><li><strong>Cybran Intellitron: Air Scout</strong>: Lightly armored and unarmed, but with advanced vision and radar. Allows for quickly scouting remote areas of the map. Very fast to outrun anti-air.<br>							   </li><li><strong>Cybran Boomerang: Nuclear Missile Defense</strong>: This structure is placed in a base to defend against nukes. When incoming nukes get in range, they are reprogrammed and sent back to their origin. It has a low rate of fire and can be overwhelmed. Redirected nukes spoof enemy Anti-Nukes, making this a deadly structure to overlook when scouting for Nuke targets.<br>						</li></ul><h2 class=""bb_tag"">Research Boosts/Upgrades</h2>						<ul class=""bb_ul""><li>Research is focused on diversifying the factions while maintaining each faction's identity.<br>						</li></ul><h2 class=""bb_tag"">UEF</h2>						<ul class=""bb_ul""><li><strong>Upgrade</strong>: Naval Transportation<br>									<ul class=""bb_ul""><li>This naval tree upgrade allows experimental transports to carry naval units.<br>									</li></ul></li><li><strong>Upgrade</strong>: Speed overdrive<br>									<ul class=""bb_ul""><li>This short duration ability gives select land units a burst of speed for an energy cost.<br>									</li></ul></li><li><strong>Boost</strong>: ACU Veterancy Rate Increase<br>							   </li><li><strong>Boost</strong>: Structure Build cost for ACU: decreases cost of structures for ACU.<br>							   </li><li><strong>Boost</strong>: Structure Regeneration<br>						</li></ul><h2 class=""bb_tag"">Illuminate</h2>						<ul class=""bb_ul""><li><strong>Upgrade</strong> - Tank Torpedo weapon<br>									<ul class=""bb_ul""><li>Adds a torpedo weapon to the Illuminate tank, allowing it to hit submarines or other naval units from a distance while on water.<br>									</li></ul></li><li><strong>Upgrade</strong>: Structure Sacrifice<br>									<ul class=""bb_ul""><li>Adds an ability to all structures, allowing it to be sacrificed. When sacrificed, all units nearby are instantly healed. <br>									</li></ul></li><li><strong>Upgrade</strong>: Amphibious Structures<br>									<ul class=""bb_ul""><li>Nearly all ground structures can now be built on water.<br>									</li></ul></li><li><strong>Upgrade</strong>: Air Teleport<br>									<ul class=""bb_ul""><li>Adds an ability for air units to teleport short distances.<br>									</li></ul></li><li><strong>Boost</strong>: Air Health II<br>						</li></ul><h2 class=""bb_tag"">Cybran</h2>						<ul class=""bb_ul""><li><strong>Upgrade</strong> - Naval Jump Jets<br>									<ul class=""bb_ul""><li>The Cybran navy gets even more amazing with the Naval Jump Jet upgrade. At the end of the tree and incredibly costly, this upgrade allows Cybran Naval units to traverse any terrain with ease.<br>									</li></ul></li><li><strong>Upgrade</strong> - Vision persistence on Long Range Artillery<br>									<ul class=""bb_ul""><li>This upgrade adds a vision radius to long range artillery shells. When a shell impacts the ground or a shield, it leaves behind a small vision ring, allowing you to see into the enemy base.<br>									</li></ul></li><li><strong>Boost</strong> - ACU Increased Build Rate<br>							   </li><li><strong>Boost</strong> - Air Build Time reduction<br>						</li></ul>"
413390,Deus Ex: Mankind Divided™ DLC - Tactical Pack,"Aug 23, 2016","Action,RPG","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards","Close the gap quickly, and get to your objective without stirring the hornets nest.","Using distance to your advantage, eliminate your targets silently with a custom skinned Tranquilizer Rifle, one pack of tranquilizer ammo, 3 Smoke Grenades, 2 Gas Grenades, 500 Weapon Parts, and 1 Praxis Kit, with the included Micro Assembler Augmentation working to decrease the cost of your weapon upgrades. Close the gap quickly, and get to your objective without stirring the hornets nest."
215258,Sleeping Dogs - Zodiac Tournament,"Dec 19, 2012","Action,Adventure","Downloadable Content,Partial Controller Support,Single-player,Steam Achievements",,"Join Wei Shen for the fight of his life.  Invited to an exclusive tournament on a hidden island, Wei must overcome the best of the best fighters from across Asia and emerge victorious.  <br><br><br>Starring Wei Shen, the Zodiac Tournament invites you to become the dragon and unleash your fists of fury!  You must utilize all of your best moves as well as some new ones, to defeat the island’s hidden big boss as Wei enters this deadly game of death.  New fighting styles, new combatants and new collectibles are also included in this retro gameplay add-on.<br><br><strong>Please note that there is no Russian language support available for this content. This DLC will not be loaded if the current language is set to Russian.</strong>"
208811,Tomb Raider: Caves and Cliffs Multiplayer Map Pack,"Apr 23, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,"A massive network of caves.<br />
<br />
<br />
Cliff Shantytown: This settlement was built high in the island cliffs.  Its many layers hide some of the deadliest traps on the island.<br />
 <br />
<br />
The Burning Village: A fire has erupted in an abandoned Japanese village. The burning buildings offer multiple ways to escape your enemies (multiplayer map)."
259900,Thief - The Bank Heist,"Mar 7, 2014","Action,Adventure,RPG","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Trading Cards",,"The famous Stonemarket First Bank is known to be unbreachable…but not to all. <h2 class=""bb_tag""></h2><br><i>As the Master Thief, infiltrate the City’s most secure location to retrieve the coveted Hudnall family’s necklace an item all local thieves are desperate to get their hands on. <br>None so far have managed to snatch it…Will you be able to outsmart the Bank’s security to steal this rare artifact?</i><br><br><ul class=""bb_ul""><li> Unlock the gates to the Bank<br></li><li> Test your thieving skills in this heavily guarded and treacherous place.<br></li><li> Outsmart security measures found exclusively in this mission<br></li><li> Search for the Bank’s unique loot and many other secrets!<br></li><li> A true homage to the Bank mission in Thief II: The Metal Age.</li></ul>"
35070,Flora's Fruit Farm,"Oct 1, 2009",Casual,Single-player,,"Clementine Valley used to be the place to be! It was world renowned for its fantastic fruit trees lovingly tended to by Old Jim.  Unfortunately Jim has lost the energy to grow enough fruit to keep the locals happy, let alone attract the tourists Clementine Valley used to have.  Luckily for Jim, Flora’s kind gesture showed him that she has the spirit to continue his legacy and he gives her his Magic Gardening gloves...<br>					It’s up to Flora to restore life to Clementine Valley by growing fruit with her magic gardening gloves!<br>					<ul class=""bb_ul""><li>Create a blossoming fruit farm empire in this tree growing, time and resource management game. <br>					</li><li>Use your magic gloves to grow 50 different fruit trees in 8 unique environments. <br>					</li><li>Explore tree roots to discover new fruit seeds to grow and flower bulbs to plant.<br>					</li><li>Sell fruit to 7 different types of special characters, all with their own favorite fruits! <br>					</li><li>Keep pesky birds and cheeky gophers at bay in order to maximize profits! <br>					</li><li>Summon a squirrel helper if you fancy a break, or take on one of the 10 challenges in Challenge mode if you’re feeling adventurous!<br>					</li></ul>"
208813,Tomb Raider: Shipwrecked Multiplayer Map Pack,"May 7, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,"Lost Fleet: A massive beached ship serves as a dangerous battleground filled with twists, turns, and traps. Himiko's Cradle: This temple is carved out of the solid rock of a mountain. Full of twists and turns, the scavengers have overrun this place, corrupting its once stunning beauty, and have placed deadly traps and zip lines. Stay sharp, the threats are everywhere (multiplayer map)."
208814,Tomb Raider: 1939 Multiplayer Map Pack,"Apr 3, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,"Wartime Bunker: Dating back to the World War II experiments conducted on the island, this bunker is a deadly maze of brick and mortar that could easily become a tomb. <br />
Forest Meadow: This forest meadow is a hunting ground, filled with open spaces that can be advantageous and dangerous at the same time. Who is the hunter and who is the hunted?"
35138,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,"Jan 7, 2011","Action,Adventure",Downloadable Content,,"Four new challenge maps featuring mind-boggling puzzles, waves of intense combat action, and a fiery reunion with an old friend."
35136,Lara Croft GoL: All the Trappings - Challenge Pack 1,"Jan 7, 2011","Action,Adventure",Downloadable Content,,Four new challenge maps filled with hordes of undead enemies and devious traps you must maneuver and exploit to survive.
35137,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,"Jan 7, 2011","Action,Adventure",Downloadable Content,,"Four new explosive challenge maps featuring a variety of tense puzzles, deadly traps, and relentless combat encounters."
35135,Lara Croft GoL: Raziel and Kain Character Pack,"Jan 7, 2011","Action,Adventure",Downloadable Content,,Grab a friend or go at it alone as Kain and Raziel from the Legacy of Kain games. The two iconic characters must work together to defeat a new threat in an unfamiliar world.
419110,Remnant Resistance Pack,"Mar 31, 2016",Action,"Downloadable Content,Full controller support,Single-player,Steam Cloud,Steam Leaderboards","Includes the 'Remnant' outfit which gives Lara a chance to bandage without using any resources, the 'Moon Shadow' Heavy Pistol Skin, and the rare 'Bullet Resistance' foil card, which gives Lara extra damage resistance to gunfire.","Includes the 'Remnant' outfit which gives Lara a chance to bandage without using any resources, the 'Moon Shadow' Heavy Pistol Skin, and the rare 'Bullet Resistance' foil card, which gives Lara extra damage resistance to gunfire."
204901,Quantum Conundrum DLC: IKE-aramba!,"Aug 28, 2012","Casual,Strategy","Downloadable Content,Single-player",,"Just when you thought you were done with rescue duty, it’s up to you to save Ike! In this all-new adventure, rescue Ike and leap seemingly endless chasms as you travel through an all-new wing of Quadwrangle Manor. More puzzling challenges await, so download this puzzle pack today!"
208810,Tomb Raider: MP Map - Shanty Town,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,"Shanty Town Multiplayer Map: This ramshackle area features steep climbs, multiple ziplines for quick escapes, and deadly traps to set for your enemies (multiplayer map)."
208812,Tomb Raider: Tomb of the Lost Adventurer,"Jun 4, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,"Explore the final resting place of an intrepid adventurer, and solve a puzzle involving a crashed plane to claim your reward (single player map)."
418750,Wilderness Survivor,"Feb 9, 2016","Action,Adventure","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Trading Cards","Includes the 'Nightshade' outfit that gives Lara the chance of looting an exotic animal resource from a common animal, the 'Deathsong' Bloody Hatchet and a card pack with two guaranteed rare cards and three other cards that have an increased chance at being rare.","Includes the 'Nightshade' outfit that gives Lara the chance of looting an exotic animal resource from a common animal, the 'Deathsong' Bloody Hatchet and a card pack with two guaranteed rare cards and three other cards that have an increased chance at being rare.					<br><br><strong>Key Features</strong><br><ul class=""bb_ul""><li>Includes the Nightshade outfit, and the Deathsong hatchet.					</li></ul>"
442050,Just Cause™ 3 DLC: Kousavá Rifle,"Jun 3, 2016","Action,Adventure","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Trading Cards",This one of a kind scorpion shaped rifle packs a deadly sting.,This one of a kind scorpion shaped rifle packs a deadly sting.
35101,Just Cause 2: Black Market Aerial Pack DLC,"Apr 29, 2010","Action,Adventure","Downloadable Content,Full controller support",,"With the Black Market Aerial Pack you get these cool items:<br>						<ul class=""bb_ul""><li>F-33 DragonFly Jet Fighter: With quad-mounted miniguns and double missile launchers, this agile bird is the definite ruler of the skies, and packs a serious punch to land based targets as well.<br>						</li><li>Dual Parachute Thrusters: Take to the air for longer! The Dual Parachute Thrusters when mounted to the parachute rig provides bursts of forward momentum to extend airtime.<br>						</li><li>Multi-lock Missile Launcher: This highly sophisticated weapon of destruction allows you to lock up to four targets and unleash a barrage of homing missiles to take care of all your troubles.<br>						</li></ul>"
